Genotype,KRN,Year,Location,block,plot
Z001E0067,16,8,Curtiss,2,64
Z001E0055,22,8,Curtiss,2,52
Z010E0026,16,8,Curtiss,2,924
Z001E0014,22,8,Curtiss,2,14
Z001E0131,18,8,Curtiss,2,128
Z022E0080,16,8,Curtiss,2,2014
Z019E0104,14,8,Curtiss,2,1843
Z022E0183,18,8,Curtiss,2,2114
Z024E0036,14,8,Curtiss,2,2354
Z001E0093,16,8,Curtiss,2,90
Z011E0123,16,8,Curtiss,2,1210
Z010E0042,12,8,Curtiss,2,940
Z011E0054,16,8,Curtiss,2,1145
Z011E0190,14,8,Curtiss,2,1266
Z001E0057,18,8,Curtiss,2,54
Z022E0071,16,8,Curtiss,2,2005
Z022E0170,20,8,Curtiss,2,2101
Z011E0121,16,8,Curtiss,2,1208
Z024E0004,16,8,Curtiss,2,2324
Z010E0009,16,8,Curtiss,2,907
Z011E0109,16,8,Curtiss,2,1197
Z019E0121,20,8,Curtiss,2,1860
Z001E0050,14,8,Curtiss,2,47
Z010E0079,16,8,Curtiss,2,977
Z019E0078,20,8,Curtiss,2,1817
Z022E0157,18,8,Curtiss,2,2089
Z019E0088,20,8,Curtiss,2,1827
Z022E0142,18,8,Curtiss,2,2075
Z022E0039,14,8,Curtiss,2,1976
Z001E0053,18,8,Curtiss,2,50
Z022E0004,22,8,Curtiss,2,1943
Z001E0188,20,8,Curtiss,2,182
Z022E0180,16,8,Curtiss,2,2111
Z001E0107,16,8,Curtiss,2,104
Z019E0166,18,8,Curtiss,2,1905
Z019E0100,18,8,Curtiss,2,1839
Z024E0090,16,8,Curtiss,2,2396
Z022E0072,16,8,Curtiss,2,2006
Z010E0070,14,8,Curtiss,2,968
Z011E0007,14,8,Curtiss,2,1098
Z019E0120,16,8,Curtiss,2,1859
Z001E0101,18,8,Curtiss,2,98
Z001E0167,20,8,Curtiss,2,162
Z022E0020,18,8,Curtiss,2,1959
Z001E0150,16,8,Curtiss,2,146
Z022E0134,18,8,Curtiss,2,2067
Z019E0159,16,8,Curtiss,2,1898
Z001E0086,20,8,Curtiss,2,83
Z019E0161,14,8,Curtiss,2,1900
Z001E0147,16,8,Curtiss,2,143
Z022E0195,18,8,Curtiss,2,2126
Z010E0041,16,8,Curtiss,2,939
Z010E0010,18,8,Curtiss,2,908
Z011E0005,14,8,Curtiss,2,1096
Z010E0086,14,8,Curtiss,2,984
Z001E0010,14,8,Curtiss,2,10
Z011E0191,14,8,Curtiss,2,1267
Z001E0071,14,8,Curtiss,2,68
Z022E0023,16,8,Curtiss,2,1961
Z001E0032,18,8,Curtiss,2,30
Z001E0070,16,8,Curtiss,2,67
Z010E0058,14,8,Curtiss,2,956
Z022E0059,18,8,Curtiss,2,1993
Z022E0178,18,8,Curtiss,2,2109
Z010E0075,18,8,Curtiss,2,973
Z010E0046,18,8,Curtiss,2,944
Z010E0124,20,8,Curtiss,2,1022
Z011E0170,18,8,Curtiss,2,1251
Z010E0043,12,8,Curtiss,2,941
Z010E0119,20,8,Curtiss,2,1017
Z022E0073,20,8,Curtiss,2,2007
Z024E0028,14,8,Curtiss,2,2346
Z001E0133,18,8,Curtiss,2,130
Z024E0033,16,8,Curtiss,2,2351
Z022E0199,16,8,Curtiss,2,2130
Z022E0031,18,8,Curtiss,2,1968
Z022E0075,18,8,Curtiss,2,2009
Z011E0138,18,8,Curtiss,2,1224
Z019E0052,16,8,Curtiss,2,1792
Z010E0016,16,8,Curtiss,2,914
Z022E0176,20,8,Curtiss,2,2107
Z019E0156,14,8,Curtiss,2,1895
Z022E0041,16,8,Curtiss,2,1978
Z019E0122,20,8,Curtiss,2,1861
Z022E0140,16,8,Curtiss,2,2073
Z001E0089,18,8,Curtiss,2,86
Z010E0059,18,8,Curtiss,2,957
Z010E0030,16,8,Curtiss,2,928
Z010E0039,12,8,Curtiss,2,937
Z019E0191,18,8,Curtiss,2,1930
Z022E0156,20,8,Curtiss,2,2088
Z022E0166,22,8,Curtiss,2,2098
Z010E0149,16,8,Curtiss,2,1045
Z019E0079,16,8,Curtiss,2,1818
Z022E0141,16,8,Curtiss,2,2074
Z001E0152,14,8,Curtiss,2,148
Z011E0149,12,8,Curtiss,2,1235
Z022E0174,14,8,Curtiss,2,2105
Z001E0106,20,8,Curtiss,2,103
Z019E0162,18,8,Curtiss,2,1901
Z001E0043,18,8,Curtiss,2,40
Z001E0139,14,8,Curtiss,2,136
Z022E0126,18,8,Curtiss,2,2059
Z022E0002,14,8,Curtiss,2,1941
Z022E0024,14,8,Curtiss,2,1962
Z022E0046,16,8,Curtiss,2,1982
Z001E0021,16,8,Curtiss,2,20
Z024E0126,22,8,Curtiss,2,2427
Z010E0176,14,8,Curtiss,2,1069
Z010E0038,14,8,Curtiss,2,936
Z010E0163,16,8,Curtiss,2,1058
Z001E0006,16,8,Curtiss,2,6
Z019E0051,16,8,Curtiss,2,1791
Z001E0030,14,8,Curtiss,2,28
Z022E0027,16,8,Curtiss,2,1964
Z010E0187,18,8,Curtiss,2,1078
Z022E0035,18,8,Curtiss,2,1972
Z019E0109,14,8,Curtiss,2,1848
Z022E0009,16,8,Curtiss,2,1948
Z024E0121,14,8,Curtiss,2,2424
Z022E0047,14,8,Curtiss,2,1983
Z001E0033,18,8,Curtiss,2,31
Z022E0121,16,8,Curtiss,2,2054
Z022E0150,16,8,Curtiss,2,2082
Z024E0020,18,8,Curtiss,2,2338
Z022E0102,18,8,Curtiss,2,2035
Z010E0115,18,8,Curtiss,2,1013
Z001E0153,16,8,Curtiss,2,149
Z010E0020,20,8,Curtiss,2,918
Z001E0194,14,8,Curtiss,2,188
Z001E0015,18,8,Curtiss,2,15
Z011E0151,16,8,Curtiss,2,1237
Z001E0023,14,8,Curtiss,2,22
Z010E0066,12,8,Curtiss,2,964
Z010E0186,18,8,Curtiss,2,1077
Z001E0007,18,8,Curtiss,2,7
Z001E0060,14,8,Curtiss,2,57
Z022E0149,20,8,Curtiss,2,2081
Z022E0076,18,8,Curtiss,2,2010
Z022E0007,20,8,Curtiss,2,1946
Z010E0006,16,8,Curtiss,2,904
Z019E0085,16,8,Curtiss,2,1824
Z010E0060,12,8,Curtiss,2,958
Z024E0015,16,8,Curtiss,2,2334
Z001E0162,12,8,Curtiss,2,157
Z010E0153,16,8,Curtiss,2,1049
Z001E0115,20,8,Curtiss,2,112
Z011E0184,18,8,Curtiss,2,1261
Z001E0166,16,8,Curtiss,2,161
Z022E0082,18,8,Curtiss,2,2016
Z001E0191,18,8,Curtiss,2,185
Z019E0182,14,8,Curtiss,2,1921
Z010E0091,16,8,Curtiss,2,989
Z001E0024,16,8,Curtiss,2,23
Z001E0174,18,8,Curtiss,2,169
Z011E0023,14,8,Curtiss,2,1114
Z022E0042,18,8,Curtiss,2,1979
Z001E0108,16,8,Curtiss,2,105
Z001E0129,14,8,Curtiss,2,126
Z010E0189,14,8,Curtiss,2,1080
Z022E0188,18,8,Curtiss,2,2119
Z010E0099,16,8,Curtiss,2,997
Z019E0030,20,8,Curtiss,2,1770
Z001E0047,16,8,Curtiss,2,44
Z022E0005,22,8,Curtiss,2,1944
Z022E0048,16,8,Curtiss,2,1984
Z022E0172,16,8,Curtiss,2,2103
Z022E0128,16,8,Curtiss,2,2061
Z001E0020,20,8,Curtiss,2,19
Z011E0048,18,8,Curtiss,2,1139
Z022E0094,18,8,Curtiss,2,2027
Z010E0011,14,8,Curtiss,2,909
Z022E0049,18,8,Curtiss,2,1985
Z010E0022,14,8,Curtiss,2,920
Z022E0111,14,8,Curtiss,2,2044
Z022E0034,20,8,Curtiss,2,1971
Z010E0023,16,8,Curtiss,2,921
Z001E0022,16,8,Curtiss,2,21
Z001E0094,14,8,Curtiss,2,91
Z010E0014,16,8,Curtiss,2,912
Z022E0123,22,8,Curtiss,2,2056
Z024E0117,14,8,Curtiss,2,2421
Z001E0175,20,8,Curtiss,2,170
Z022E0192,18,8,Curtiss,2,2123
Z019E0059,16,8,Curtiss,2,1799
Z001E0058,16,8,Curtiss,2,55
Z022E0131,14,8,Curtiss,2,2064
Z022E0116,14,8,Curtiss,2,2049
Z019E0002,20,8,Curtiss,2,1742
Z011E0140,14,8,Curtiss,2,1226
Z011E0076,12,8,Curtiss,2,1164
Z022E0062,16,8,Curtiss,2,1996
Z001E0157,20,8,Curtiss,2,152
Z010E0087,14,8,Curtiss,2,985
Z022E0068,16,8,Curtiss,2,2002
Z022E0118,20,8,Curtiss,2,2051
Z001E0044,16,8,Curtiss,2,41
Z024E0160,18,8,Curtiss,2,2452
Z022E0159,18,8,Curtiss,2,2091
Z001E0073,16,8,Curtiss,2,70
Z010E0179,18,8,Curtiss,2,1071
Z019E0091,18,8,Curtiss,2,1830
Z022E0095,20,8,Curtiss,2,2028
Z022E0066,18,8,Curtiss,2,2000
Z010E0047,18,8,Curtiss,2,945
Z011E0143,18,8,Curtiss,2,1229
Z022E0086,16,8,Curtiss,2,2020
Z010E0015,18,8,Curtiss,2,913
Z022E0200,18,8,Curtiss,2,2131
Z022E0190,18,8,Curtiss,2,2121
Z019E0160,22,8,Curtiss,2,1899
Z022E0029,22,8,Curtiss,2,1966
Z022E0101,18,8,Curtiss,2,2034
Z010E0122,14,8,Curtiss,2,1020
Z010E0034,14,8,Curtiss,2,932
Z022E0135,16,8,Curtiss,2,2068
Z001E0074,18,8,Curtiss,2,71
Z010E0127,14,8,Curtiss,2,1025
Z011E0097,16,8,Curtiss,2,1185
Z001E0119,16,8,Curtiss,2,116
Z022E0163,16,8,Curtiss,2,2095
Z019E0018,14,8,Curtiss,2,1758
Z001E0004,16,8,Curtiss,2,4
Z019E0099,16,8,Curtiss,2,1838
Z001E0054,16,8,Curtiss,2,51
Z010E0073,20,8,Curtiss,2,971
Z011E0153,18,8,Curtiss,2,1239
Z022E0175,18,8,Curtiss,2,2106
Z010E0052,14,8,Curtiss,2,950
Z011E0094,18,8,Curtiss,2,1182
Z022E0085,20,8,Curtiss,2,2019
Z001E0076,12,8,Curtiss,2,73
Z022E0155,12,8,Curtiss,2,2087
Z019E0163,18,8,Curtiss,2,1902
Z001E0156,18,8,Curtiss,2,151
Z024E0177,18,8,Curtiss,2,2461
Z001E0075,14,8,Curtiss,2,72
Z001E0062,16,8,Curtiss,2,59
Z024E0087,16,8,Curtiss,2,2393
Z010E0080,18,8,Curtiss,2,978
Z011E0158,12,8,Curtiss,2,1244
Z022E0108,16,8,Curtiss,2,2041
Z022E0081,22,8,Curtiss,2,2015
Z001E0144,14,8,Curtiss,2,140
Z001E0195,16,8,Curtiss,2,189
Z022E0151,18,8,Curtiss,2,2083
Z010E0160,18,8,Curtiss,2,1055
Z022E0100,18,8,Curtiss,2,2033
Z022E0084,18,8,Curtiss,2,2018
Z022E0058,16,8,Curtiss,2,1992
Z022E0014,20,8,Curtiss,2,1953
Z022E0011,20,8,Curtiss,2,1950
Z022E0171,16,8,Curtiss,2,2102
Z010E0002,16,8,Curtiss,2,901
Z001E0141,18,8,Curtiss,2,138
Z022E0093,14,8,Curtiss,2,2026
Z022E0104,18,8,Curtiss,2,2037
Z010E0180,20,8,Curtiss,2,1072
Z019E0200,22,8,Curtiss,2,1937
Z022E0053,22,8,Curtiss,2,1988
Z024E0100,12,8,Curtiss,2,2405
Z001E0100,14,8,Curtiss,2,97
Z001E0081,14,8,Curtiss,2,78
Z010E0196,14,8,Curtiss,2,1087
Z001E0192,14,8,Curtiss,2,186
Z022E0130,18,8,Curtiss,2,2063
Z010E0055,14,8,Curtiss,2,953
Z022E0165,24,8,Curtiss,2,2097
Z010E0184,20,8,Curtiss,2,1075
Z022E0152,18,8,Curtiss,2,2084
Z001E0151,12,8,Curtiss,2,147
Z010E0194,16,8,Curtiss,2,1085
Z010E0021,14,8,Curtiss,2,919
Z011E0129,16,8,Curtiss,2,1216
Z019E0167,18,8,Curtiss,2,1906
Z001E0159,14,8,Curtiss,2,154
Z001E0134,20,8,Curtiss,2,131
Z001E0125,18,8,Curtiss,2,122
Z022E0037,18,8,Curtiss,2,1974
Z019E0074,16,8,Curtiss,2,1813
Z001E0080,14,8,Curtiss,2,77
Z024E0125,18,8,Curtiss,2,2426
Z019E0034,18,8,Curtiss,2,1774
Z001E0079,16,8,Curtiss,2,76
Z001E0028,16,8,Curtiss,2,26
Z001E0013,16,8,Curtiss,2,13
Z001E0120,18,8,Curtiss,2,117
Z022E0114,16,8,Curtiss,2,2047
Z001E0045,16,8,Curtiss,2,42
Z001E0200,18,8,Curtiss,2,194
Z001E0127,20,8,Curtiss,2,124
Z010E0024,16,8,Curtiss,2,922
Z001E0169,18,8,Curtiss,2,164
Z022E0043,18,8,Curtiss,2,1980
Z022E0038,16,8,Curtiss,2,1975
Z010E0123,18,8,Curtiss,2,1021
Z022E0154,26,8,Curtiss,2,2086
Z022E0052,18,8,Curtiss,2,1987
Z001E0018,18,8,Curtiss,2,17
Z001E0087,18,8,Curtiss,2,84
Z001E0113,14,8,Curtiss,2,110
Z019E0132,14,8,Curtiss,2,1871
Z010E0069,18,8,Curtiss,2,967
Z001E0012,14,8,Curtiss,2,12
Z022E0105,16,8,Curtiss,2,2038
Z019E0040,16,8,Curtiss,2,1780
Z001E0117,16,8,Curtiss,2,114
Z011E0157,14,8,Curtiss,2,1243
Z022E0090,14,8,Curtiss,2,2023
Z022E0129,16,8,Curtiss,2,2062
Z024E0060,22,8,Curtiss,2,2376
Z010E0161,14,8,Curtiss,2,1056
Z019E0093,16,8,Curtiss,2,1832
Z001E0118,16,8,Curtiss,2,115
Z010E0088,18,8,Curtiss,2,986
Z001E0122,20,8,Curtiss,2,119
Z022E0091,20,8,Curtiss,2,2024
Z010E0165,20,8,Curtiss,2,1060
Z001E0029,14,8,Curtiss,2,27
Z001E0109,16,8,Curtiss,2,106
Z022E0127,18,8,Curtiss,2,2060
Z001E0052,16,8,Curtiss,2,49
Z022E0168,16,8,Curtiss,2,2100
Z001E0041,12,8,Curtiss,2,38
Z010E0085,16,8,Curtiss,2,983
Z010E0078,20,8,Curtiss,2,976
Z022E0160,14,8,Curtiss,2,2092
Z010E0151,16,8,Curtiss,2,1047
Z010E0106,20,8,Curtiss,2,1004
Z019E0142,20,8,Curtiss,2,1881
Z001E0158,16,8,Curtiss,2,153
Z001E0009,14,8,Curtiss,2,9
Z022E0097,18,8,Curtiss,2,2030
Z022E0092,20,8,Curtiss,2,2025
Z011E0050,18,8,Curtiss,2,1141
Z001E0092,12,8,Curtiss,2,89
Z022E0148,16,8,Curtiss,2,2080
Z011E0091,16,8,Curtiss,2,1179
Z001E0049,16,8,Curtiss,2,46
Z001E0184,18,8,Curtiss,2,178
Z022E0112,20,8,Curtiss,2,2045
Z010E0145,14,8,Curtiss,2,1042
Z022E0065,18,8,Curtiss,2,1999
Z011E0044,16,8,Curtiss,2,1135
Z001E0011,18,8,Curtiss,2,11
Z022E0064,14,8,Curtiss,2,1998
Z022E0198,14,8,Curtiss,2,2129
Z010E0098,18,8,Curtiss,2,996
Z010E0118,14,8,Curtiss,2,1016
Z001E0068,14,8,Curtiss,2,65
Z010E0112,16,8,Curtiss,2,1010
Z010E0036,14,8,Curtiss,2,934
Z022E0069,16,8,Curtiss,2,2003
Z010E0140,20,8,Curtiss,2,1038
Z001E0091,14,8,Curtiss,2,88
Z022E0099,18,8,Curtiss,2,2032
Z010E0084,16,8,Curtiss,2,982
Z022E0109,20,8,Curtiss,2,2042
Z022E0120,20,8,Curtiss,2,2053
Z019E0150,18,8,Curtiss,2,1889
Z022E0153,16,8,Curtiss,2,2085
Z010E0065,14,8,Curtiss,2,963
Z011E0035,12,8,Curtiss,2,1126
Z022E0060,16,8,Curtiss,2,1994
Z011E0068,14,8,Curtiss,2,1156
Z019E0134,16,8,Curtiss,2,1873
Z011E0022,16,8,Curtiss,2,1113
Z001E0180,16,8,Curtiss,2,174
Z001E0085,14,8,Curtiss,2,82
Z001E0183,16,8,Curtiss,2,177
Z010E0193,16,8,Curtiss,2,1084
Z001E0196,16,8,Curtiss,2,190
Z001E0164,14,8,Curtiss,2,159
Z022E0040,16,8,Curtiss,2,1977
Z022E0191,22,8,Curtiss,2,2122
Z001E0099,16,8,Curtiss,2,96
Z024E0039,16,8,Curtiss,2,2357
Z001E0025,16,8,Curtiss,2,24
Z001E0130,18,8,Curtiss,2,127
Z022E0147,18,8,Curtiss,2,2079
Z022E0179,20,8,Curtiss,2,2110
Z011E0020,14,8,Curtiss,2,1111
Z001E0036,16,8,Curtiss,2,33
Z010E0190,14,8,Curtiss,2,1081
Z010E0090,14,8,Curtiss,2,988
Z022E0117,16,8,Curtiss,2,2050
Z022E0088,16,8,Curtiss,2,2021
Z001E0102,16,8,Curtiss,2,99
Z022E0145,18,8,Curtiss,2,2077
Z022E0015,16,8,Curtiss,2,1954
Z010E0198,18,8,Curtiss,2,1089
Z022E0012,14,8,Curtiss,2,1951
Z010E0125,16,8,Curtiss,2,1023
Z001E0146,16,8,Curtiss,2,142
Z011E0193,20,8,Curtiss,2,1269
Z022E0044,16,8,Curtiss,2,1981
Z001E0051,16,8,Curtiss,2,48
Z022E0074,16,8,Curtiss,2,2008
Z022E0185,16,8,Curtiss,2,2116
Z010E0152,18,8,Curtiss,2,1048
Z010E0166,14,8,Curtiss,2,1061
Z019E0026,14,8,Curtiss,2,1766
Z022E0003,14,8,Curtiss,2,1942
Z022E0125,22,8,Curtiss,2,2058
Z022E0013,16,8,Curtiss,2,1952
Z010E0146,20,8,Curtiss,2,1043
Z010E0192,16,8,Curtiss,2,1083
Z011E0124,14,8,Curtiss,2,1211
Z019E0061,14,8,Curtiss,2,1801
Z022E0137,18,8,Curtiss,2,2070
Z019E0090,18,8,Curtiss,2,1829
Z001E0111,18,8,Curtiss,2,108
Z001E0116,18,8,Curtiss,2,113
Z022E0028,16,8,Curtiss,2,1965
Z010E0035,14,8,Curtiss,2,933
Z024E0092,16,8,Curtiss,2,2398
Z001E0135,14,8,Curtiss,2,132
Z010E0083,14,8,Curtiss,2,981
Z010E0116,16,8,Curtiss,2,1014
Z010E0173,20,8,Curtiss,2,1066
Z024E0021,16,8,Curtiss,2,2339
Z022E0132,22,8,Curtiss,2,2065
Z001E0034,14,8,Curtiss,2,32
Z010E0175,18,8,Curtiss,2,1068
Z010E0150,16,8,Curtiss,2,1046
Z010E0102,16,8,Curtiss,2,1000
Z010E0031,16,8,Curtiss,2,929
Z001E0066,16,8,Curtiss,2,63
Z001E0097,16,8,Curtiss,2,94
Z010E0095,14,8,Curtiss,2,993
Z001E0121,16,8,Curtiss,2,118
Z010E0017,12,8,Curtiss,2,915
Z010E0003,16,8,Curtiss,2,902
Z011E0067,18,8,Curtiss,2,1155
Z001E0160,16,8,Curtiss,2,155
Z022E0124,18,8,Curtiss,2,2057
Z011E0011,18,8,Curtiss,2,1102
Z011E0013,14,8,Curtiss,2,1104
Z010E0074,18,8,Curtiss,2,972
Z010E0072,14,8,Curtiss,2,970
Z001E0154,14,8,Curtiss,2,150
Z010E0131,18,8,Curtiss,2,1029
Z010E0172,20,8,Curtiss,2,1065
Z001E0003,16,8,Curtiss,2,3
Z022E0063,18,8,Curtiss,2,1997
Z022E0057,16,8,Curtiss,2,1991
Z001E0110,16,8,Curtiss,2,107
Z010E0056,18,8,Curtiss,2,954
Z010E0019,14,8,Curtiss,2,917
Z011E0178,14,8,Curtiss,2,1257
Z001E0126,16,8,Curtiss,2,123
Z011E0093,16,8,Curtiss,2,1181
Z001E0095,14,8,Curtiss,2,92
Z022E0136,14,8,Curtiss,2,2069
Z011E0070,18,8,Curtiss,2,1158
Z010E0045,14,8,Curtiss,2,943
Z010E0008,16,8,Curtiss,2,906
Z001E0019,18,8,Curtiss,2,18
Z001E0090,16,8,Curtiss,2,87
Z011E0087,16,8,Curtiss,2,1175
Z001E0123,18,8,Curtiss,2,120
Z001E0137,18,8,Curtiss,2,134
Z022E0164,18,8,Curtiss,2,2096
Z022E0197,22,8,Curtiss,2,2128
Z001E0143,14,8,Curtiss,2,139
Z022E0061,16,8,Curtiss,2,1995
Z001E0114,14,8,Curtiss,2,111
Z011E0107,20,8,Curtiss,2,1195
Z001E0088,16,8,Curtiss,2,85
Z010E0097,14,8,Curtiss,2,995
Z022E0194,16,8,Curtiss,2,2125
Z001E0001,12,8,Curtiss,2,1
Z011E0051,20,8,Curtiss,2,1142
Z001E0199,14,8,Curtiss,2,193
Z022E0056,20,8,Curtiss,2,1990
Z001E0031,18,8,Curtiss,2,29
Z001E0048,18,8,Curtiss,2,45
Z010E0147,12,8,Curtiss,2,1044
Z001E0063,14,8,Curtiss,2,60
Z022E0070,14,8,Curtiss,2,2004
Z010E0093,14,8,Curtiss,2,991
Z010E0104,16,8,Curtiss,2,1002
Z024E0052,18,8,Curtiss,2,2369
Z001E0083,16,8,Curtiss,2,80
Z010E0137,18,8,Curtiss,2,1035
Z010E0128,16,8,Curtiss,2,1026
Z010E0135,12,8,Curtiss,2,1033
Z022E0096,16,8,Curtiss,2,2029
Z010E0130,18,8,Curtiss,2,1028
Z022E0181,16,8,Curtiss,2,2112
Z001E0124,18,8,Curtiss,2,121
Z001E0017,18,8,Curtiss,2,16
Z010E0101,16,8,Curtiss,2,999
Z001E0181,16,8,Curtiss,2,175
Z010E0133,16,8,Curtiss,2,1031
Z001E0042,14,8,Curtiss,2,39
Z001E0105,16,8,Curtiss,2,102
Z022E0189,18,8,Curtiss,2,2120
Z001E0059,16,8,Curtiss,2,56
Z001E0187,16,8,Curtiss,2,181
Z010E0138,16,8,Curtiss,2,1036
Z001E0138,14,8,Curtiss,2,135
Z001E0165,18,8,Curtiss,2,160
Z022E0010,14,8,Curtiss,2,1949
Z010E0136,16,8,Curtiss,2,1034
Z010E0181,18,8,Curtiss,2,1073
Z022E0184,18,8,Curtiss,2,2115
Z010E0197,16,8,Curtiss,2,1088
Z001E0145,16,8,Curtiss,2,141
Z010E0144,14,8,Curtiss,2,1041
Z001E0064,18,8,Curtiss,2,61
Z010E0158,18,8,Curtiss,2,1053
Z010E0111,14,8,Curtiss,2,1009
Z010E0142,16,8,Curtiss,2,1039
Z022E0167,18,8,Curtiss,2,2099
Z010E0188,16,8,Curtiss,2,1079
Z022E0078,18,8,Curtiss,2,2012
Z022E0133,18,8,Curtiss,2,2066
Z022E0173,16,8,Curtiss,2,2104
Z010E0167,12,8,Curtiss,2,1062
Z010E0051,16,8,Curtiss,2,949
Z022E0139,14,8,Curtiss,2,2072
Z010E0200,14,8,Curtiss,2,1090
Z011E0059,18,8,Curtiss,2,1150
Z001E0161,16,8,Curtiss,2,156
Z010E0068,14,8,Curtiss,2,966
Z001E0046,18,8,Curtiss,2,43
Z001E0027,16,8,Curtiss,2,25
Z010E0156,14,8,Curtiss,2,1051
Z011E0173,20,8,Curtiss,2,1254
Z010E0012,16,8,Curtiss,2,910
Z010E0096,18,8,Curtiss,2,994
Z010E0050,16,8,Curtiss,2,948
Z001E0136,14,8,Curtiss,2,133
Z001E0170,16,8,Curtiss,2,165
Z001E0186,14,8,Curtiss,2,180
Z010E0121,16,8,Curtiss,2,1019
Z010E0103,16,8,Curtiss,2,1001
Z010E0004,16,8,Curtiss,2,903
Z022E0187,18,8,Curtiss,2,2118
Z010E0054,14,8,Curtiss,2,952
Z001E0190,12,8,Curtiss,2,184
Z001E0002,14,8,Curtiss,2,2
Z001E0182,18,8,Curtiss,2,176
Z010E0089,18,8,Curtiss,2,987
Z010E0061,20,8,Curtiss,2,959
Z010E0071,18,8,Curtiss,2,969
Z010E0001,18,8,Curtiss,2,900
Z010E0178,16,8,Curtiss,2,1070
Z001E0185,12,8,Curtiss,2,179
Z001E0132,22,8,Curtiss,2,129
Z010E0120,18,8,Curtiss,2,1018
Z010E0053,12,8,Curtiss,2,951
Z010E0044,14,8,Curtiss,2,942
Z001E0176,14,8,Curtiss,2,171
Z010E0162,16,8,Curtiss,2,1057
Z010E0129,14,8,Curtiss,2,1027
Z010E0143,12,8,Curtiss,2,1040
Z010E0067,14,8,Curtiss,2,965
Z010E0018,16,8,Curtiss,2,916
Z022E0054,18,8,Curtiss,2,1989
Z010E0159,16,8,Curtiss,2,1054
Z010E0126,16,8,Curtiss,2,1024
Z010E0110,12,8,Curtiss,2,1008
Z001E0084,16,8,Curtiss,2,81
Z010E0170,18,8,Curtiss,2,1064
Z010E0029,14,8,Curtiss,2,927
Z022E0161,18,8,Curtiss,2,2093
Z010E0191,14,8,Curtiss,2,1082
Z010E0064,12,8,Curtiss,2,962
Z011E0171,10,8,Curtiss,2,1252
Z010E0057,12,8,Curtiss,2,955
Z010E0164,14,8,Curtiss,2,1059
Z001E0005,18,8,Curtiss,2,5
Z010E0174,18,8,Curtiss,2,1067
Z001E0215,12,8,Curtiss,2,195
Z001E0229,18,8,Curtiss,2,196
Z010E0214,14,8,Curtiss,2,1091
Z011E0217,14,8,Curtiss,2,1274
Z011E0226,14,8,Curtiss,2,1275
Z011E0230,14,8,Curtiss,2,1276
Z019E0209,16,8,Curtiss,2,1938
Z019E0226,18,8,Curtiss,2,1939
Z022E0122,20,8,Curtiss,2,2055
Z022E0207,18,8,Curtiss,2,2132
Z022E0215,18,8,Curtiss,2,2133
Z022E0219,18,8,Curtiss,2,2134
Z022E0221,18,8,Curtiss,2,2135
Z024E0031,18,8,Curtiss,2,2349
Z024E0203,18,8,Curtiss,2,2474
Z024E0205,18,8,Curtiss,2,2475
Z024E0059,18,8,Curtiss,2,2375
Z024E0130,16,8,Curtiss,2,2431
Z024E0054,14,8,Curtiss,2,2370
Z024E0108,16,8,Curtiss,2,2413
Z024E0057,12,8,Curtiss,2,2373
Z024E0163,14,8,Curtiss,2,2453
Z024E0062,12,8,Curtiss,2,2378
Z024E0141,16,8,Curtiss,2,2441
Z024E0080,16,8,Curtiss,2,2387
Z024E0112,12,8,Curtiss,2,2417
Z011E0139,14,8,Curtiss,2,1225
Z024E0101,14,8,Curtiss,2,2406
Z011E0056,14,8,Curtiss,2,1147
Z011E0015,14,8,Curtiss,2,1106
Z024E0043,16,8,Curtiss,2,2361
Z024E0091,16,8,Curtiss,2,2397
Z024E0156,12,8,Curtiss,2,2448
Z011E0004,14,8,Curtiss,2,1095
Z024E0139,14,8,Curtiss,2,2440
Z010E0007,18,8,Curtiss,2,905
Z003E0002,14,9,Curtiss,2,369
Z003E0007,20,9,Curtiss,2,374
Z003E0008,18,9,Curtiss,2,375
Z003E0009,16,9,Curtiss,2,376
Z003E0014,14,9,Curtiss,2,381
Z003E0016,16,9,Curtiss,2,383
Z003E0018,18,9,Curtiss,2,385
Z003E0030,16,9,Curtiss,2,394
Z003E0049,16,9,Curtiss,2,413
Z003E0192,16,9,Curtiss,2,546
Z007E0011,18,9,Curtiss,2,725
Z007E0033,12,9,Curtiss,2,744
Z007E0087,14,9,Curtiss,2,796
Z012E0004,14,9,Curtiss,2,1280
Z012E0011,16,9,Curtiss,2,1286
Z012E0012,14,9,Curtiss,2,1287
Z012E0013,16,9,Curtiss,2,1288
Z012E0014,14,9,Curtiss,2,1289
Z012E0015,14,9,Curtiss,2,1290
Z012E0025,14,9,Curtiss,2,1299
Z012E0026,14,9,Curtiss,2,1300
Z012E0027,16,9,Curtiss,2,1301
Z012E0036,12,9,Curtiss,2,1308
Z012E0042,16,9,Curtiss,2,1313
Z014E0006,14,9,Curtiss,2,1584
Z014E0015,16,9,Curtiss,2,1592
Z014E0016,14,9,Curtiss,2,1593
Z014E0028,12,9,Curtiss,2,1600
Z014E0031,12,9,Curtiss,2,1603
Z014E0033,14,9,Curtiss,2,1605
Z014E0042,16,9,Curtiss,2,1611
Z014E0145,16,9,Curtiss,2,1700
Z002E0022,16,9,Curtiss,2,216
Z002E0038,20,9,Curtiss,2,228
Z002E0059,20,9,Curtiss,2,247
Z006E0007,18,9,Curtiss,2,559
